GS	GeneList	Qvalues	Direction
DIAZ_CHRONIC_MEYLOGENOUS_LEUKEMIA_DN	LHFP MN1 KLF2 LPL DFNA5 CCR7 SELL GPX3 F13A1 PRNP BCL6 JAM2 CSTA MS4A4A GAS7 IL10RA MYLK FGFR1 S100A8 IL16 FZD2 CSF1R OAS2 BTG2 LY86 ANXA5 CD53 GLIPR1 GATA3 IL7R MAFB SLC16A7 SLC1A3 CEBPD CECR1 ADAP2 MS4A6A TCF7 HERC5 GPR137B MNDA CDH2 CCR2 ADA HLA-DMB FGL2 VAMP5 DACT1 TGFBI NINJ1 FLT3 NKG7 S100A9 SATB1 CRHBP IRF8 CRYGD GLTSCR2 CAPN3 MCL1 IFI30 CST7 VPREB1 LILRB4 TLR2 ELANE IRF7 ISG20 RPS11 RPL32 HMHB1 CLEC5A MPO RPS15 GADD45B RPS17 RPL18A TERT RPS24 RPL30 HAL DNTT RPS12 RPL39 RPLP1 EEF1A1 MYOF RPL23A SGCB CLEC4A RPL41 SH3BP4 ACTG1 HLA-C GAPDH HLA-B BCR PTPRE ADD3 SORL1 INSR BLNK KLF4 IL13RA1 FAAH FLNB ME1 EPB41L3 MVP ANK3 MYO5C ZNF124 PROM1	0.000167921	UP
DIRMEIER_LMP1_RESPONSE_EARLY	EGR1 EGR3 BCL2A1 EGR2 GPR183 CD69 PPP1R15A CCR7 CCL3 JUN JUNB ZFP36 BTG2 LCP1 DUSP2 CD83 ICAM1 CCL4 IER2 MYC PIK3CG CD40 DUSP5 TNFAIP3 NFKBIA JUND TRAF1 SERPINF2 LTA BIRC3 TNFSF9 SLAMF1 MCL1 NFKB2 KDM6B NFKBIE KLF6 UBE2M INSIG1 IRF7 MAN2B1 HSP90AB1 RPS16 GADD45B EEF2 PTK2B RPS9 ACTB RPS10 EIF1 EEF1A1 GNAT2 SEC24C NPPB ZC3H12A HERPUD1 SIAH2 TNF TRAF4 FTH1 MUC13 JUP HMGCS1	0.000169491	UP
GRAHAM_NORMAL_QUIESCENT_VS_NORMAL_DIVIDING_UP	PTGS2 NR4A2 FAM129A VNN1 GUCY1A3 TFPI TGFB1I1 RBPMS CXCL13 CCL19 PCDH9 HLX MAFF EVI2A EBI3 CXCL2 PTPRC KYNU CREM FNBP1 CYTIP GLIPR1 SVIL CXCL1 AREG INHBA FXR1 ALOX5 TM4SF1 IL18R1 CRHBP IL1B PPFIBP1 STAT4 GBP2 DST DDX17 CXCL3 CXCL10 SPTBN1 PMCH HIST2H2BE TRA2A TNFSF4 TSPAN31 ALDH1A1 TPBG H1F0 HIST1H2BK NFAT5 OPTN NRIP1 CXCL11 TCF7L2 FTH1 ANKRD12 SOD2 CXCL6 MLLT3 TNFSF10 HIST1H2AC EMP1 MPZL2	0.000176168	UP
RIGGI_EWING_SARCOMA_PROGENITOR_DN	EGR1 MAB21L2 SRPX PTGIS CLU SOBP DPYSL3 FHOD3 COL14A1 CSGALNACT1 PCOLCE2 ECM2 PPP1R3C TGFBR3 FBLN1 PDE4B SERPING1 PDZRN3 CXCL12 TMEM158 SCRG1 IGFBP6 MOXD1 BNC2 PDE1A HEG1 PLCB1 NRP1 GLT8D2 DCN PAMR1 LAMA4 PRRX1 C1R CHI3L2 GFPT2 SLIT3 COL6A2 SVEP1 C1S PTGFR BACE1 WISP2 RPS6KA2 HLA-DPA1 PPL BICC1 ETV1 SCARA3 ALDH1A3 SFRP4 STC1 PTN SHCBP1 CD44 LPXN DPYD DUSP4 PIEZO2 PTGS1 NRP2 MME STC2 RUNX2 HGF CLGN PHLDA1 NR1D2 STEAP1B CLDN11 FST ECM1 COL10A1 KCNK2 LRRFIP1 CHI3L1 WISP1 VCAN TRIOBP MMP16 ARNTL2 ADAM12 IL1R1 ANXA10 PDK4 WLS TANC2 RAB27B PDE7B BMP4 GDF5 KCNJ15 CUL4B CDCA3 KITLG PRG4 RRM2 ZNF395 PDGFRA PTGER2 BDKRB1 SLC12A8 GULP1 HAS2 DHRS3 IL13RA2 SLC2A5 BIRC5 PDK1 GPSM2 NEDD4L EGFR KIAA0101 CARD10 CXCL6 ITPR3 NUSAP1 DEPDC1 HEPH AVPI1 BUB1B SPON1 AIM1 ABHD2 NAMPT CA12 LXN TOP2A DLGAP5 HNMT CEP55 GALNT12 PRC1 CDCP1 F2RL1 GATA6 RARRES1 FAR2 ASPM PSD3 PBK ADORA2B	0.000176253	UP
ROY_WOUND_BLOOD_VESSEL_UP	CYR61 SULF1 CDH5 ANGPTL2 ANXA6 FBXL7 COL5A2 HEG1 NRP1 RAB31 S100A4 KCNJ8 CHN1 PEA15 COL4A1 THY1 MCTP1 PLXDC1 TIMP1 LUM PCDH17 STOM STC1 HLA-DRB4 CYFIP2 GNA12 DENND4B COL3A1 COL5A3 PLAU TES ANGPT2 HYAL1 GBP1 MSX1 VCAN SRSF11 XAF1 NID2 SLCO2A1 SGCB BMP1 GALNT2 SEL1L3 KDM5D ATG4A FKBP1B ZWINT POSTN MMP1	0.000177799	UP
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	TPM2 ACTG2 GEM AKAP12 CAP2 PDLIM3 ACTA2 AXL CDKN1C TUBA1A PRKD1 CDK14 FLNC RPRM DUSP14 TUBB2A RGS5 ACTN1 ARL4C PLCL1 TLN1 MAP4K4 RGS4 PIK3CD DAPK1 ADCY7 DAB2 TRIB1 CYFIP2 ILK TYRO3 ACTA1 TPM1 DYRK3 VCL RAB33B ACP5 MAPRE2 CASP4 PI4K2A ARHGAP1 GBP1 NPC2 PPP3R1 RANGAP1 STK17A ARPC4 SMARCD1 TP53 PTPN1 PPP2R5C HSD17B1 MAP2K3 TP53I11 PMAIP1 RASAL2 SMARCA4 ARL6IP5 LOC81691 STAT1 SH3BP4 TLK1 CFLAR ITGA3 KIDINS220 CAPZA1 ITGB5 ABLIM1 DHRS3 THBS1 STK24 PTPRE EZR MAPK14 MBD2 PAWR RAB5C ATP2A2 CARD10 ADCY9 TNFRSF11B BECN1 CHUK CTNND1 MAPK6 ATP9A KRT18	0.000179372	UP
SENESE_HDAC1_TARGETS_DN	FOS NAP1L3 CNN1 TCEAL2 TUBB2B IGFBP5 TNS1 FXYD6 ID4 MYH10 PTRF RBPMS SMARCA1 ITGA7 MEIS1 FBLN1 NOTCH3 CSRP2 TUBA1A DKK3 TCEA2 MYBL1 PKD2 EFEMP2 OBSL1 LAMB2 FSTL1 BNC2 KLF7 IRS1 HSPB2 PNMA2 MYLK CPE COL1A1 SDC3 FGFR1 JAKMIP2 COL16A1 APLP1 ENAH ARID5B TRO LAMA5 HCFC1R1 FADS1 TCF4 TTYH1 KLHL22 SOX12 CADM3 DAB2 MRC2 RASSF4 LSP1 BCAM KCNA1 CDC42EP3 IFI6 CRMP1 COL5A1 SCN2B CDH13 GSN TGFBI MAF RUNX2 L1CAM COL3A1 GLI2 CIRBP PRKCA RASA4 ALOX5 UTRN BAIAP2 EDIL3 AHNAK ORAI2 PYGL CSDC2 TMEM120B LYPD1 DHRS2 RBM15 MTSS1L TGFB2 SOX2 CNPY4 EFNB3 PBX1 PTPRN LRRFIP1 SYNC DOK1 TK2 AASS GPC4 CYTL1 PARK7 SET EPB41L5 COL11A1 STMN3 MATN3 NOX4 VGF WRB ICAM3 GSTM2 FOLR1 TIA1 TSSC1 PIN1 BNIP3L CBX5 RNF187 IQCA1 BMP4 BTBD2 KRT7 TIAM2 NRBP1 SYT17 THRB MAGED1 ZNF395 GSTM1 PDE1C HSD17B10 NARF CYTH2 SLC38A10 EFCAB2 DNAJB2 FAM114A1 ARHGAP35 SSH3 COPZ1 GPATCH2 HDLBP DNAJC1 BAZ2B RAC1 ASS1 F2R IDH2 HDAC1 CDC42 EPHB2 EPS8L2 PGRMC2 ROCK2 S100A10 VAMP7 CCNG2 HR FDFT1 HAPLN1 FAM171A1 LSS EDN1 ARHGEF40 CHMP3 DPY19L4 CD46 ALDH5A1 RHOBTB3 NMT2 ABCC3 NUDT6 ALDH6A1 TMEM135 TRIM2 IFT74 CDC25C GOLM1 SDC1 TOX3 HMGCR IMPA2 GSTM4 RNFT1	0.000180974	UP
YAO_HOXA10_TARGETS_VIA_PROGESTERONE_UP	ATP1A2 PEG3 ADIPOQ GEM SDPR THBD NR4A1 MEIS1 NCAM1 CRIP2 LTF CDKN1C CFD LEPR PBX3 TNXB ELN LAMA2 HLA-DQB1 AQP1 KCNAB1 PROS1 CLDN5 PDPN RARRES2 B3GALNT1 DBP RBP1 BCL2 KLF10 ENPP2 IGFBP3 DDX50 CSF3R APOE KLF9 GSTT1 WNT4 FLT1 PIK3R1 USE1 KRT15 GAS6 CYP2E1 GSTA3 CDH16 REM1 ACTB AKAP8L CYP2F1 PRPF39 NBL1 TBX3 SENP6 CA3 CHERP ID1 NDRG2 IDH2 ADM ARL4A RNASE4 LCN2 ME1 XDH GDPD3 HMGCR	0.000182604	UP
NAKAMURA_ADIPOGENESIS_EARLY_DN	CYR61 ACTG2 THBS2 TIMP3 TMEM47 MYH11 CALD1 COL15A1 VCAM1 RGS4 GDF15 GLIPR1 SERPINE2 IL6 IER2 DAB2 LRP3 SERPINE1 ZNF133 COL9A3 IGFBP3 TPM1 EDIL3 SRPK2 HCK EPOR PDE6D ABI3BP ITGA3 ITGAV PRSS23 RAI14 STK38L NT5E LOX TNFRSF11B HAPLN1 POSTN	0.00018393	UP
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	PTGS2 GREM1 VNN1 NEFL DPYSL3 SFRP1 FEZ1 NNMT TNC ARMCX2 MAP1B SPOCK1 FN1 CALD1 PCDH7 KCNMA1 PLTP G0S2 GPX3 EMP3 SCG5 COL5A2 WIPF1 PRNP S100A8 GNG11 FLI1 ARHGAP25 OAS2 IFI16 ARL4C CLIC4 ARHGDIB PALLD SRGN SERPINE2 PDPN APOBEC3G CALU CDH11 AOX1 IFI6 LPXN COL5A1 DUSP4 TGFBR2 CDH13 SLC4A7 ROBO3 SH2D2A FOXA2 LTBP1 S100A9 TP63 CCND2 CDK17 CSF3 PLK2 MX1 FST DCBLD2 NUP188 NUPR1 PTPN11 CALB1 MCL1 CALML3 CUX2 MMP3 CPS1 TGFBR1 SRSF6 CDV3 IFITM1 NF2 STX16 STX10 DDX58 DDX3X DHX9 JAG1 GABPB1 ELAVL2 SSR3 CLDN1 RAB6A NUP160 WDR1 B4GALT1 RAB5A THBS1 IL13RA2 YKT6 SORL1 PTPRK CXCL11 XYLT1 COPA MAN1A1 G3BP2 VSNL1 RPS4Y1 IL13RA1 TWF1 PID1 CA12 PRSS3 IFI27 HMGCS1 HRH1 CYP51A1 FGFBP1 OAS1 TGFA ITGB6	0.000184264	UP
RHEIN_ALL_GLUCOCORTICOID_THERAPY_UP	NR4A2 CH25H RGS2 GPR183 LTF G0S2 RGS13 MS4A1 CSTA LY96 P2RX5 ITGAM S100A8 ZNF331 PTPRC VNN2 LY86 CREM CYTIP GLIPR1 IQSEC1 SLC7A5 GPR65 GRK5 GPR18 CEBPB MNDA SWAP70 IDS DUSP4 DUSP5 USP36 AREG ZNF571 GABARAPL1 P2RY10 MAP3K8 AHNAK NOTCH2 KLF9 BIRC3 TXNIP GLUL ZNF165 ALAS2 ABCA1 DEFA4 DDX17 LYZ MAX DDX39B DIDO1 FOLR1 TCF25 C15orf39 KLHL2 IFNGR1 GTPBP1 ADAM28 ASAH1 ANKRD11 PELI1 EZR SEL1L3 CD55 FOSL2 ITPR3 IL13RA1 MFN1 CHPT1 TRAPPC10 AIM1 CA1 IL1R2	0.000189853	UP
CROONQUIST_NRAS_VS_STROMAL_STIMULATION_DN	FOS FOSB CTGF TPM2 NR4A2 THBS2 PTGER3 SULF1 TSC22D3 ACTA2 NOTCH3 DCLK1 DUSP1 SMARCD3 HSPB6 PPP1R15A LAMA4 BCL6 COL6A3 JUN COL4A1 C10orf10 BASP1 COL1A2 IGFBP7 SPARC CD81 COL16A1 ITM2A FSCN1 IER3 IL6 IER2 TOX IGFBP4 GJA1 PTP4A3 TGFBI IGFBP3 TPM1 PIM2 NFKBIA SBNO2 NUPR1 APOBEC3C MCM3 CCNF NASP RECQL4 STMN1 CADPS VCAN SLC25A4 CDC45 LAMB1 TROAP HIST1H2BJ TSC22D1 MCM7 LUZP2 TRAIP HTT H2AFX ZMIZ1 PTTG1 AURKB UBE2C HIST2H2AA3 ID1 SNRPA1 TK1 ARHGAP11A SFTPB CDK1 MCM2 HIST1H4B HES1 INPP5J KIF2C RPS4Y1 CENPE CDKN3 CKS1B CLC EZH2 CDC6 TPX2 FOXM1 MKI67 CCNB2 RAD51AP1 CDC20 SLC20A1 POSTN DLGAP5 CCNB1 AURKA CCNA2 CENPA	0.000191476	UP
POMEROY_MEDULLOBLASTOMA_DESMOPLASIC_VS_CLASSIC_DN	MGP UCHL1 IGFBP5 ELAVL4 APOD CXCR4 NID1 PBX3 SCG5 LAMC1 COL1A1 COL1A2 CNR1 C1S TCF4 ALDH1A3 LTBP2 INSM1 NFATC4 LMO4 TMSB15A BCL2 COL3A1 GLI1 NTRK3 IRF8 NDP NHLH1 CCND3 NFATC3 MYCN RPL35A NMU RPS11 VCAN RPL9 RPL24 RPL10A RPS17 RPL21 RPS23 RPS10 RPL39 RPL7 RPL34 RPL36A PTCH1 RPS29 RPS18 TPT1 EEF1B2 QSOX1 RND3 FIG4 TCF12 CYFIP1 TFDP2 GCNT2 SHROOM2	0.000215152	UP
KEGG_LEISHMANIA_INFECTION	FOS PTGS2 C3 TGFB1 JUN ITGAM HLA-DOB ITGB2 HLA-DQB1 HLA-DQA1 TGFB3 NCF2 ITGA4 HLA-DRA HLA-DPA1 NCF4 HLA-DMA HLA-DRB5 PRKCB HLA-DRB1 FCGR3B HLA-DRB4 MAPK12 HLA-DMB HLA-DPB1 NCF1 PTPN6 CR1 NFKBIA IL1B TGFB2 RELA FCGR2A JAK1 TLR2 IL10 IL12A TLR4 MAPK11 FCGR2C HLA-DOA TAB1 ELK1 IL12B ITGB1 MARCKSL1 IFNGR1 NOS2 JAK2 STAT1 IL1A NFKBIB IL4 IFNG MAP3K7 FCGR1A IRAK1 TAB2 NFKB1 TRAF6 CYBA TNF MAPK3 MAPK14 IFNGR2 IRAK4 MYD88 MAPK1 MAPK13	0.000240029	UP
TURASHVILI_BREAST_LOBULAR_CARCINOMA_VS_LOBULAR_NORMAL_DN	ASPN RGS1 SRPX THBS2 CAP2 CXCR4 THBS4 FN1 SPP1 AEBP1 COL5A2 WIPF1 RFTN1 PRRX1 FBN1 COL6A3 COL4A1 COL1A1 ASAP1 COL1A2 COL4A2 IFI44 BGN C5AR1 SFRP4 LCP2 COL5A1 MMP2 COL3A1 TACC3 LRRC15 MXRA5 COMP COL10A1 WISP1 LYZ COL11A1 VCAN BTN3A3 RABEP2 NACA MMP11 ADAM12 LAMB1 COL8A1 UGCG RAB26 INVS TYMS LOX GMFB CDK8 EPPK1 PDE8A STK39 POSTN SAR1B GNA13 ECT2	0.000244838	UP
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	ATP1A2 APOD SPOCK1 HTRA1 SERPINA3 SCRG1 ANGPTL2 DKK3 RASSF2 GPRC5B CPE PLEKHB1 PDZD2 SERPINE2 TYRO3 ALDOC SOX10 GLUL OLIG2 EEF1A1 TF ITGA3 GFAP PLA2G2A RTN3 HLA-A FTH1 SOD2 TNFRSF21 SCD TSPAN7	0.000246861	UP
FRIDMAN_IMMORTALIZATION_DN	CTGF IGFBP5 TGFB1I1 FILIP1L TSPYL5 HTRA1 CYP1B1 IGFBP6 IGFBP7 SPARC IFI16 HSPA2 ALDH1A3 NDN IGFBP4 SERPINE1 IRF5 C9orf3 IGFBP3 AHR CDKN2A IRF7 TP53 MAP2K3 RB1 CREG1 HPS5 MAP1LC3B CXCL14 OPTN CLTB CDKN1A HTATIP2	0.00025003	UP
PHONG_TNF_TARGETS_UP	FOS EGR1 GEM ATF3 EGR2 DUSP1 DUSP10 BHLHE40 EREG JUN JUNB ZFP36 CXCL2 TNFAIP2 CD83 ICAM1 IER3 IL6 IER2 CEBPD EPHA2 CXCL1 CD44 DUSP5 TNFAIP3 ADAMTS9 CCL20 INHBA KLF10 FJX1 LDLR REL BTG3 NFKBIA PLK2 PLAU ZFP36L2 BIRC3 MCL1 CCNL1 NFKB2 IL11 CSF2 BTG1 KLF6 DUSP8 CXCL3 NKX3-1 LIF ETS2 TNFRSF10B PTX3 IRF1 SDC4 BIRC2 IFNGR2 IER5 KDM6A BMP2 LAMC2 NUAK2	0.000251998	UP
ELVIDGE_HYPOXIA_UP	CYR61 FOS EGR1 AHNAK2 SRPX AKAP12 ATF3 IGFBP5 ENO2 PTRF CSGALNACT1 CXCR4 CAV1 LOXL1 SPOCK1 CYP1B1 ITPR1 DUSP1 VEGFC CSRP2 SAMD4A OBSL1 KLF7 BHLHE40 CADM1 BNIP3 S100A4 LIMCH1 DPYSL2 SFXN3 TMEFF1 JUN MAFF PFKFB3 OLFML2A FYN PAM TMEM45A SPRY1 WISP2 TNFAIP8 HCFC1R1 GDF15 DDIT4 PDGFRL PDGFB DTNA NR3C1 HLA-DRB1 STC1 BBX ANGPTL4 GJA1 SERPINE1 STC2 TGFBI IGFBP3 RBPJ NOL3 PIM1 SH3GL3 ALDOC PTPRO PRKCA PXDN RASA4 PHLDA1 INHA DAAM1 LOXL2 ZNF292 YEATS2 RLF ARTN ORAI3 KLHL24 UPK1A SPAG4 TXNIP RRAGD KLF6 ECE1 ATXN1 DPYSL4 BCOR PLAUR KRT15 SLCO4A1 DST ISG20 B3GNT4 SRCAP PPFIA4 WSB1 GADD45B GYS1 PFKP ANKZF1 HEY1 KDM4B CA9 SCNN1B TIPARP BNIP3L S100A2 QSOX1 KDM3A KRT7 ZMYND8 TRA2A ZNF395 YPEL1 P4HA1 CD59 ATG14 CITED2 SRD5A3 INSIG2 VEGFA EFNA3 AK4 S100A6 PDK1 GPR87 GLRX ADM SCARB1 RBCK1 SORL1 ANG PGK1 SAT1 RNASE4 CYB5A EGFR SLC2A1 CCNG2 LOX ILVBL FLNB MXI1 PGAP1 FAM162A ELF3 DDR1 FAM13A P4HA2 GBE1 SOX9 VLDLR MET PLIN2 NDRG1 ASPH STBD1 PLAC8 OPN3 NFIL3 PGM1 ZNF654 HK2 EGLN3 EGLN1 DSC2 ADORA2B	0.000253998	UP
MCDOWELL_ACUTE_LUNG_INJURY_UP	CYR61 FOS AKAP12 TNC NR4A1 LTF DUSP1 MAL SPP1 ELN S100A8 ZFP36 BTG2 OSMR SLFN12 STEAP4 MYC ANGPTL4 PLA2G7 TGFBI PTGES COL3A1 SPHK1 TPM1 LTBP1 NFKBIA MCL1 FCGR2A KLF6 IL4R KLHL2 EIF1AX SERPIND1 SFN PTX3 LOX TXNRD1 CDKN1A RBM3 LCN2 LITAF CSTB NDUFS1	0.00025603	UP
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN	SYNM MAB21L2 SRPX ACTG2 MEIS2 AMIGO2 HSPB7 CCL2 FILIP1L PDZRN3 VGLL3 TMEM158 ADAMTS5 C16orf45 GPNMB SPEG ADAM19 SCG5 IRS1 ANGPT1 NRP1 GLT8D2 BNIP3 RFTN1 PRRX1 EREG CHN1 GFPT2 MAFF RBMS3 COL1A2 SPARC SH3BP5 EHBP1 LRRC17 ACTN1 OSMR LMCD1 LUM RPS6KA2 PKIA BAALC NR3C1 IL6 ALDH1A3 SLC1A3 SLC2A3 NR2F2 VSTM4 DAB2 TSPAN5 STC1 SVIL CDC42EP3 CD44 RECK COL5A1 AK5 SLC4A7 MAP2 SERPINE1 ATP7A MATN2 CEP135 MME CLCF1 STC2 AFF3 ENPP2 IGFBP3 FAM198B ZNF365 COL3A1 NUDT7 CHST7 DOK5 EYA4 HIP1 LTBP1 PRDM1 PHLDA1 LOXL2 PLAU EIF5A2 NRG1 FST DCBLD2 PDLIM4 GPR1 ELL2 FOXD1 SYNC MMP14 PLXNA1 TBX2 PRR16 SEMA7A CHI3L1 GRIA1 ARHGAP1 ZNF281 ADAMTS12 COL11A1 VCAN FAM69A ITGB8 ADAM12 SLC8A1 SERTAD2 IL1R1 ZNF239 NID2 CA9 SEC63 LIF DKK1 COL8A1 QSOX1 TANC2 TLE1 CREG1 LTBR PTGER2 PDE1C SEC24D HAS2 PPP1R7 HMGA1 AK4 SMAD7 ASS1 RAB27A ADM NRIP1 OSBPL1A SERPINB7 NEDD4L MICAL2 EGFR SEMA3C DMXL2 PPP2R3A FAM63A HR MARCKS TNFRSF11B MOSPD1 AKR1C1 PEX2 F3 PID1 ARHGEF5 ABHD2 SEMA5A CA12 GCNT1 PRSS12 INPP4B RPS6KA6 DENND1B PLOD2 TNIK ELOVL6 SOAT1 HMGA2 GATA6	0.000256361	UP
GAUSSMANN_MLL_AF4_FUSION_TARGETS_F_UP	OGN SYNM GAS1 ACTG2 CNN1 MFAP5 FHOD3 FEZ1 OLFML3 FBLN1 NDRG4 SCN3A NR4A3 LDB3 DKK3 RRAD C1R ARHGEF3 NUAK1 SLC16A4 COL6A2 NPR3 C1orf54 BTG2 SPRY1 CX3CL1 LY6E OSMR IFI44 COL6A1 TGFB3 RGS4 TEK ST3GAL5 TTLL7 CTSH PDGFB DRAM1 SCARA3 DYSF LIFR C1QTNF1 SLC1A3 CEBPD LTBP2 PLCG2 DAB2 CLIP4 MAPK12 ZFP36L1 TOX ADAMTS2 MATN2 SNTA1 MME FMOD PNRC1 PTP4A3 OTOR EPHA4 PIK3IP1 COL3A1 GM2A MAP3K8 PCDHB11 S100A13 TLR1 AHR LDHB PREX2 MFAP2 ISG15 NSD1 FST ARFGAP3 PCID2 GSTT1 ECM1 ARSB CACNA1G JARID2 ZFAND5 DNASE2 GJB3 GPC4 GAS6 FGF5 CNP ATP8B4 SLC7A2 ADAMTSL4 CSAD RCBTB2 GSTM2 FAM189B HNRNPA3 IL4R PIBF1 EMILIN2 PRRC2C SYNPO ECHDC2 BMP4 RBM26 TLE2 ZNF185 BTN1A1 PLXDC2 SDF4 ARHGAP28 ABLIM1 TMEM176A TDRD3 PLAT ENY2 PSTPIP2 TMEM176B NT5E AUTS2 EGFR CAST CARD10 LOX IFIH1 TNFRSF11B LMO7 FCGRT SKAP2 LGALS3BP EPN3 LGALS9 TMEM30A PLEKHA6 PLCE1 SERPINB1 DECR1 PIR CDA PCTP F2RL1 IL18 CLMN	0.000258095	UP
AMIT_EGF_RESPONSE_60_MCF10A	CYR61 EGR1 PTGS2 CTGF DLC1 CALD1 KLF7 BHLHE40 JUN JUNB CXCL2 MAP3K14 GLIPR1 MAGED2 IER3 IL6 IER2 DAPP1 TRIB1 TNFAIP3 INHBA TPM1 TP63 PLK2 C11orf68 RANBP3 MGMT PTGER4 RND3 ZC3H12A GADD45A ID1 TOMM22 PDLIM5 HES1 SLC35D2 ITGB6	0.000260194	UP
GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_DN	VNN1 GUCY1A3 HLF TFPI TGFB1I1 RBPMS SCHIP1 FHL1 PCDH9 SELL LIMCH1 HLX HLA-DQB1 CD52 HLA-DQA1 GLIPR1 HLA-DPA1 HLA-DMA BAALC DUSP6 CXCL1 HLA-DRB4 HLA-DMB HLA-DPB1 IDS AIF1 AREG ALOX5 TM4SF1 CRHBP PPFIBP1 GBP2 SPTBN1 PMCH HIST2H2BE SPINK2 APP H1F0 SORL1 CXCL6 MLLT3 TSPAN6 EMP1 MPZL2 PROM1	0.000266698	UP
WANG_LSD1_TARGETS_DN	FOS EGR1 SYT1 EGR2 STXBP1 PCSK2 CHGB CPE JUNB SNAP25 TRO PCSK1N CHST8 RAB3A SYN2 POMC LHB ESM1 CGA POLR3D BTG1 ECE1 GH1 RIMS3 CHGA DLL3 ATF5 CPLX2 TSHB RIMS2 PRL CISH GADD45A CCNB2 PCLO	0.000268734	UP
PLASARI_TGFB1_TARGETS_1HR_UP	CYR61 PTGS2 EGR3 ID4 NR4A1 EGR2 HBEGF FBLN2 BHLHE40 JUNB MAP3K14 IER3 IL6 SNAI1 SERPINE1 KLF10 CDK5R1 FGF18 RASL11B GADD45B LIF ID2 ZMIZ1 GADD45G SMAD7 ID1 SPSB1 HES1 IER5 SLC20A1 NUAK2	0.000270801	UP
GU_PDEF_TARGETS_UP	CTGF TNC ZEB1 SDC2 FN1 DKK3 ITGA5 LAMB2 SERPINI1 COL5A2 WIPF1 TGFB1 LAMC1 COL6A3 COL4A1 COL1A1 COL6A2 FZD4 VIM COL16A1 VEGFB COL4A2 DOCK10 DOCK4 COL6A1 MAP4K4 PIK3CD TCF4 MAPKBP1 RAC2 CDH11 CDH2 COL5A1 SERPINE1 LEF1 TGFBI PLCG1 PRKCA SNAI2 COL13A1 MAPKAPK2 FZD8 TCF3 FZD1 RAC3 CDH18 SERPINB3 HIF1A PTK2 COL4A5 SERPIND1 ITGA3 SMAD3 VEGFA COL4A6 SMAD2 DOCK1 HDAC1 MAPK9 SERPINB7 PIK3C3 SMAD1 SMAD4 WNT5A ITGA6 BMP2 LAMC2 SERPINA1 PLCE1 PLCB4 SDC1	0.000272714	UP
BURTON_ADIPOGENESIS_PEAK_AT_0HR	OGN GAS1 MGP MYL9 CRYAB THBS2 TIMP3 ACTA2 RUNX1T1 VEGFC KLF2 LPL SPP1 SERPINB9 FZD2 ASAP1 IGF1 CTSK TLN1 TGFB3 PDGFRB MAP4 DAB2 NOV TPM1 UBE2L6 CYB5R1 RASL11B APBB1IP RALGDS TRIB3 ISG15 DDIT3 CSF1 MXD4 AES FLOT1 COL11A1 RAB11FIP5 NAA10 COL8A1 PDGFRA SERF2 GADD45A HLA-G PLAT FAH GAS2 PSMB10 CCNG2 MARCKS F3 SORD PLIN2 IDH1 PCK2 PCCB CALML4 ADH1C	0.000294562	UP
WENG_POR_TARGETS_GLOBAL_UP	CYP2B6 CYP2C18 AQP8 GSTA2 ETHE1 CYP51A1 HMGCS1 SCD CYB5B MSMO1 IDI1 FDPS DHCR7 SQLE GSTM2 GSTA3 CYP7A1 GSTM3 GCK	0.000302908	DN
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER	RGS1 PEG3 CNN1 ADIPOQ GUCY1A3 PTGER3 NR4A1 ZCCHC24 MYH11 DPT TGFBR3 LOXL1 NR4A3 SCRG1 MITF HBB COL5A2 COL6A3 CPE CLIC2 LMO2 PECAM1 ITGB2 PTPRC LAMA2 IGF1 HLA-DQB1 GATM ETV1 CX3CR1 PLEK FGL2 LRIG1 PXDN RARRES3 VCAN PTX3 KLF4 UBL3 PRKCD FCGRT CES2 TSPAN8 GCHFR COBL USH1C SLC4A4 ERBB3 SPINK1 ANPEP PROM1 FMO5	0.000308185	UP
