GS	GeneList	Qvalues	Direction
WESTON_VEGFA_TARGETS_3HR	MGP CCL2 NNMT NR4A1 RHOB CXCR4 PDE4B TIE1 EFEMP1 ELN GJA4 VCAM1 ISL1 LMO2 HCLS1 ICAM2 VWF ZFHX3 BGN CD34 CXCL1 PIM1 TFPI2 GSTT1 PGF FOXO1 ANGPT2 KDR SHC3 MMP3 MPHOSPH10 RANGAP1 ADD2 ESR1 MMP10 SLC6A8 BMP4 KRT7 RBX1 BMP6 BCKDHA TRIM23 HEXA DYNLL1 ANKRD1 IL32 NDUFA1 SULT1E1 SP3 SAT1 AQP7 GALNT1 PRKCI FUCA1 UNG CD9 TNFSF10 PNP IFI27 PIR GCHFR MMP1 RALA CEACAM1 HSD11B2 FGFBP1 F2RL1 MRPL19 GGH	0.0510717	UP
KEGG_CHEMOKINE_SIGNALING_PATHWAY	CCL2 CCL21 CXCR4 CXCL13 CCL11 CXCL12 CCL19 AKT3 CCR7 PLCB1 ELMO1 CCL3 TIAM1 GNG11 CXCL2 GNB5 CX3CL1 DOCK2 CCL18 GNG3 STAT5B ITK CCL22 ADCY2 PIK3CD CCR10 GNAI2 PRKCB RAC2 CCR6 GRK5 CCL4 CX3CR1 RASGRP2 ADCY7 PPBP CXCR5 CXCL1 CCR1 FGR CCR2 SHC2 PIK3CG NCF1 VAV1 CCL20 CCR4 GRK1 CCL17 CCL14 GNG7 ARRB2 PIK3R3 PRKACG NFKBIA LYN CXCR2 PIK3CA ADCY3 PLCB2 CCR5 XCR1 CCL27 RELA ADCY8 XCL2 CCL25 PRKACA CXCR6 AKT2 WAS ROCK1 GRK6 CCR9 IKBKB GRK4 GNB3 SHC3 STAT2 AKT1 CCL16 PF4V1 PIK3R1 HCK GSK3A IKBKG CXCL9 CXCR3 JAK3 CCL23 PIK3R5 CXCL3 PTK2B GNG4 XCL1 CSK CCL5 RAP1A GNB1 STAT3 HRAS PIK3R2 PARD3 CCL1 ADCY1 PTK2 CXCL10 VAV2 FOXO3 GNG13 CCR3 SHC1 CCL8 PLCB3 CCR8 CCL7 JAK2 TIAM2 RAF1 MAP2K1 STAT1 BRAF GRB2 CXCL5 RAP1B GNB2 RHOA NFKBIB CXCR1 PXN GNGT1 CXCL14 CCL24 NFKB1 PF4 GNAI3 RAC1 CDC42 MAPK3 CRKL GNG5 ROCK2 SOS1 CXCL11 PRKX CRK PRKCZ CXCL6 ADCY9 GSK3B PRKACB KRAS ARRB1 PRKCD SOS2 CHUK PIK3CB MAPK1 ADCY6 GNG12 CCL13 PLCB4 PAK1 VAV3 GNAI1 NRAS WASL CCL15	0.051097	UP
REACTOME_ASSOCIATION_OF_LICENSING_FACTORS_WITH_THE_PRE_REPLICATIVE_COMPLEX	GMNN ORC2 CDC6 ORC5 ORC4 CDT1 ORC1 E2F2 E2F3 ORC3 RPS27A UBA52 E2F1	0.051396	DN
BIOCARTA_CTCF_PATHWAY	TGFBR3 TGFB1 CD79B CD79A TGFB3 MYC PIK3CG TGFBR2 PIK3CA TGFB2 CDKN2A PIK3R1 TGFBR1 MTOR TP53 MDM2 CDKN1B PPP2CA SMAD5 PTEN RPS6KB1 SMAD1 SMAD4	0.0514448	UP
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	STEAP1 ASPM PLEK2 ECT2 MAD2L1 HMMR PRC1 AGAP1 RFC5 CENPA GMNN KIF11 CCNA2 CEP55 CCNB1 TOP2A DTL UCK2 ZWINT SLC20A1 STIL CORT CAMK2N1 MKI67 DHFR F3 CPT1A CDC6 NDC80 FABP5 HELLS CKS1B GGCT CDC7 FBXO5 HSPE1 PLK4 CENPE KIF23 RAD51 TMPO CIT ESPL1 ASF1B YEATS4 MCM4 MBOAT7 FHL2 NT5E HIST1H4B MCM2 CD164 CDK1 PGK1 TFDP1 RFC2 BRCA1 TYMS HIST1H4J IDH2 TIMM10 RUNX1 MFHAS1 YWHAH H2AFY RBM14 BCL2L11 ENO1 RFC3 MT2A PCNA ANKRD1 NUP155 MSH2 H2AFX BUB1 HIST1H4C CRY1 ORC6 RRM2 POLD3 MCM7 PAK6 ARPC5L CALM3 CDK2AP1 TNK1 UGGT2 PLK1 ENOPH1 STAMBPL1 TUBB4B KNTC1 ARPC1B YRDC POLR3K ENC1 PRIM1 SERPINB2 TUBG1 CCT4 PRR4 DIAPH3 CDC45 CDK2 SDF2L1 PKMYT1 STK17A MCM6 UBE2S DSCC1 EXO1 RAD51B VCAN MCM5 RTEL1 BRIX1 BLM RRS1 STMN1 RECQL4 PLAUR TUBA8 DCK MCM3 MMP14 E2F1 RBL1 HOXC13 CRLF3 CYP2A13 TUBB3 TGFB2 EIF5A2 ODC1 FOSL1 PHLDA1 RFC4 TACC3 IGFBP3 FBXO41 FJX1 TNFRSF12A BARD1 TUBB PLCG2 ETV1 SERPINE2 FGF2 AKAP2 SMTN MYBL1 TUBA1A VEGFC	0.0518179	DN
REACTOME_NFKB_ACTIVATION_THROUGH_FADD_RIP1_PATHWAY_MEDIATED_BY_CASPASE_8_AND10	MAVS CHUK TRIM25 FADD RIPK1 IFIH1 CASP8 CASP10 DDX58 IKBKG IKBKB	0.052131	DN
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN	SLC16A1 TDP2 CHEK1 RNF7 KLF13 MRPS12 AIMP2 EZH2 RACGAP1 CDC23 EBNA1BP2 C1QBP LSM4 IREB2 MCM2 CDK1 TYMS PSMD8 G3BP1 LSM5 IP6K2 AASDHPPT SLC38A1 CCT5 TMEM165 NCAPD3 KEAP1 PRKDC RPL26L1 NDUFA13 CHMP4A FIBP CYP2R1 LAP3 DKC1 DDX1 THYN1 CCT2 SSBP1 IK ASF1A IARS RAN TIMM50 NASP TBCB NMT1 PAAF1 CEP152 RFX7 EIF3G PPP1R12A BARD1	0.052386	DN
REACTOME_SEMA4D_INDUCED_CELL_MIGRATION_AND_GROWTH_CONE_COLLAPSE	MYL9 MYH10 MYH11 RHOB RAC2 SEMA4D LIMK1 RHOG ROCK1 RND1 MYL6 MYH9 RHOA PLXNB1 MYL12B RAC1 CDC42 ARHGEF11 ROCK2 ARHGEF12 MYH14 ERBB2 LIMK2	0.0525576	UP
BURTON_ADIPOGENESIS_3	NQO1 MTM1 MAD2L1 PRC1 KLF5 RFC5 KIF4A TTK KIF11 AURKA CCNB1 DLGAP5 TOP2A DTL KIF20A MAN2A1 CDC20 RAD51AP1 CCNB2 PNP MKI67 CKS2 CDC6 EZH2 CSTF2 HELLS CKS1B CDC7 SMC2 IL13RA1 RAD51 NUSAP1 KIF2C RACGAP1 CCNE2 ASF1B KIAA0101 TOPBP1 KIF22 MCM4 CDCA8 MCM2 CDK1 TFDP1 BRCA1 TYMS TK1 LRP5 BIRC5 BZW1 NCAPH KPNA2 ILF2 PCNA RRM1 BUB1 POLA1 RRM2 MCM7 DTYMK SLBP HMGB2 PLK1 FEN1 USP1 IMPDH2 MCM10 PRIM1 INCENP CDC45 HIST1H2AB VCAN MCM5 GAS6 ABCA1 NASP TRIP13 DCK CCNF MCM3 DNMT1 WNT4 ADAM8 HGF TACC3 SLCO3A1 LMO4 AQP1 OSMR PTGFR CX3CL1 TNXB CSRP2 NID1 TUBB6	0.0527074	DN
RADMACHER_AML_PROGNOSIS	SRPX GUCY1A3 TMEM158 PMP22 MAL PBX3 ANGPT1 TGM2 GYPC S1PR1 TUBB2A COL1A1 FGFR1 HOXB2 RGS16 CTNNAL1 TCF4 DAPK1 NR2F2 CD3D PMEPA1 HOXA4 DENND4B BCL11A TBXAS1 PLCG1 IL6ST SEMA3F FLT3 PXDN TSPAN32 DMWD PRG2 FOXO1 AGRN GLUL WDR82 SLC7A7 ISG20 FARP1 BAHCC1 NFIB PIK3R4 UGCG SLC6A8 UGGT2 TACSTD2 CNN3 CDC42EP4 S100P NFKBIB NBL1 NFKB1 HOXB5 EZR SFTPB FHL2 SLC2A1 SKAP2 ENDOD1 LCN2 HOXA10 PLIN2 EML4 SMG1 IFI27 TSPAN7 SELENBP1 AGT MAP7	0.0527481	UP
BIOCARTA_INTRINSIC_PATHWAY	SERPING1 F8 COL4A1 COL4A2 PROS1 F10 FGB KLKB1 PROC F5 F11 COL4A4 FGA F2 COL4A5 F9 SERPINC1 FGG COL4A3 COL4A6 KNG1 F2R F12	0.0527569	UP
URS_ADIPOCYTE_DIFFERENTIATION_UP	FABP4 CRYAB ADIPOQ CAP2 DPT ECM2 FXYD1 PCDH7 LPL KCNH2 PTPRZ1 PFKFB3 CTSG PLIN1 TNFAIP2 ATP8A2 STAT5B PLEK MTMR12 ATP2B2 MSTN COL7A1 LBP SKAP1 DGKG LIPE C1orf61 MMP7 LRP8 ALDH1A2 APLNR APOB GPD1 MASP1 DPF2 SPTBN4 E2F1 GLUL RXRB PTPRS CHST1 FABP7 ABCE1 SMARCB1 CIR1 VTN TFCP2 ACSL1 SLC24A2 MAP4K3 TAP1 PLCD1 RXRA INSR AMT USP8 MTUS1 ACOX3 FABP5 LYPLA1 IL22RA1 PLIN2 DGAT1 IGFBP2 LIPC ALDH6A1 HSD11B2 AGT PPARG ADORA2B	0.0527664	UP
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	GALNT3 GALNT12 MUC2 GCNT3 GALNT7 GCNT1 MUC5B B4GALT5 B3GNT3 MUC4 C1GALT1C1 MUC13 B3GNT2 GALNT1 GALNT10 ST6GALNAC4 C1GALT1 GALNT2 MUC7 MUC5AC GALNT8 MUC16 ST6GAL1 B3GNT4 GALNT6 B3GNTL1 MUC6 GALNT11 GCNT4 ST3GAL2 ST3GAL1 GALNT14 ST6GALNAC2	0.0529311	DN
FAELT_B_CLL_WITH_VH_REARRANGEMENTS_UP	EGR3 TUBA1A SCRN1 EMP3 GABBR1 RAB31 BCL6 CLIC4 NCF4 CBFA2T3 DUSP7 TBL1X FGL2 ADORA2A DENND4B DGKG N4BP2L1 BMI1 MNT TLR1 FOXO4 CDKN2D CACNA1A NPC2 ARFRP1 MTSS1 HNRNPA3 ING1 JAK2 NPTN SPEN SUN1 CPT1B SAP18 SRSF2 RAB6A RUNX1 EFR3A HLA-F CTDSP2 ID3 CAPZA2 PLAGL1 MXI1 YIF1A PIP5K1B	0.0529708	UP
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREY_DN	C8orf4 PPP1R3C RUNX1T1 SORBS2 KANK2 DUSP10 HEY2 LMO2 FAM49A EVI2B PCDH17 PDGFB FOXC1 GRAP PPAN IFIT1 LYPD1 TBX1 TNK2 FZD8 GBP1 TFAP2A NYNRIN GJA5 IFIT5 SH2D3C STAT1 ZMYND8 EXOSC4 IFIT3 RAPGEF5 AURKB SMAD7 STK38L METTL7A PGRMC2 LIPG ARL4A MT1F SOX4 CROT MECOM RHOBTB3 RPRD1A HOXA5 PLIN2 AGPS	0.0533919	UP
NIELSEN_LEIOMYOSARCOMA_UP	LOXL1 VEGFC AIM2 HLA-DQB1 MME COL7A1 MTR HOMER2 PLOD1 SLAMF8 CXCL9 PLEC CCL5 KCNN4 SH3BGRL3 CAPG MICAL2	0.0534538	UP
MALONEY_RESPONSE_TO_17AAG_UP	MYL9 CAP2 NEFM PLTP SERPINB9 HTR2B PCOLCE UCP2 CTSH IFITM2 SOX12 MNDA SERPINH1 TAF1C CCL14 KLF10 CPZ KCNB1 KSR1 PTPRU SPTAN1 SMARCC2 HSP90AB1 ST13 EEF2 ATP5G2 STAT6 STX5 PDAP1 UBA1 HSPA8 TAF10 SLC25A6 TARBP2 ARPC3 EPHA1 CAPN1 MRPS6 IGFBP2 NFIL3 HSPA1B	0.0535016	UP
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP	KIF4A CDC25C AURKA MELK HN1 FLNB ACOT7 BIRC5 MBOAT2 FAM64A DCLRE1B TRIP13 PLXNA3	0.0536575	DN
BARRIER_COLON_CANCER_RECURRENCE_DN	BSG TSPAN7 ASB13 ACOT11 EPPK1 CTSA CD24 SPPL2B PFKL FOXJ3 CITED2 HLA-C NUCB1 NDFIP1 BTBD2 CDK10 AES STAT2 ARHGAP33 KCNAB1	0.053815	DN
BURTON_ADIPOGENESIS_PEAK_AT_24HR	HMMR PRC1 AGT CCNA2 CDC25C MELK CCNB1 TOP2A KIF20A CDC20 SLPI LCN2 NUSAP1 DCTPP1 RACGAP1 KIF22 CDK1 TK1 UBE2C AURKB PTTG1 KPNA2 SRSF1 RRM1 H2AFX BUB1 EXOSC5 ELAVL1 IPO5 RANGAP1 C9orf16 CAD STMN1 SNRNP70 GALK1 ISYNA1 AQP1 S100A8	0.0544535	DN
APPIERTO_RESPONSE_TO_FENRETINIDE_UP	CYR61 MGP UCHL1 NID1 PDZD2 GDF15 ITGAX CYB5R1 SRR TM4SF1 BRD2 MMP3 RRP12 CCNL2 GAD1 TSC2 AHSA1 KRT6B PSMA7 HSPA8 ZNF672 HSPA4 ABHD4 FOXJ3 SDC4 PSMC4 CCNJL PRKACB STXBP3 TFRC MYO1E CCL13 AKAP9	0.055033	UP
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	DES TPM2 DMD ITGA7 ITGA5 TGFB1 ITGA1 SGCD SGCA ACTC1 LAMA2 IGF1 TGFB3 ITGA4 CACNA1C IL6 RYR2 ITGA9 CACNA2D1 PRKAA2 CACNA2D3 SGCG TNNT2 TPM1 ITGB7 MYL3 CACNG1 CACNB2 EMD CACNB4 TGFB2 CACNG3 ITGA2B TPM4 CACNG2 TNNI3 MYL2 CACNG5 CACNG4 CACNA1D MYH7 CACNA2D2 TPM3 ITGA8 ITGA10 ITGB8 ACE ITGB1 SLC8A1 ACTB TTN LMNA ITGB3 TNNC1 MYH6 DAG1 MYBPC3 SGCB CACNA1S ACTG1 ITGA3 CACNB3 CACNB1 ITGAV PRKAG1 ITGB5 CACNA1F TNF ITGB4 PRKAG2 ATP2A2 PRKAB1 ITGA6 ITGA2 PRKAB2 PRKAA1 ITGB6	0.0550655	UP
NIELSEN_SYNOVIAL_SARCOMA_UP	OLFM1 NPTX2 APBA2 KIF1A PRAME CPA3 TGFB2 COL9A2 RGS6 ECEL1 COL2A1 KCNQ2 ENC1 VEZF1 TLE3	0.0553961	UP
PUJANA_BRCA_CENTERED_NETWORK	MAD2L1 HMMR TTF2 CCNA2 AURKA GINS1 TOP2A CDC20 RAD51AP1 TFDP2 DHFR RBBP8 NCK1 MED20 EZH2 NDC80 SKP2 CDC7 SMC2 CSNK2A1 UNG LMNB1 PAICS TMPO IDH3B NCAPD2 ESPL1 TOPBP1 METAP1 MCM4 MCM2 CDK1 TFDP1 SMC4 BRCA1 TAF11 CHEK2 ZNHIT3 BRCA2 RPIA SNRPA1 UBE2C ABCB7 MRE11A DDX46 PPP1CC ZNF330 RFC3 PCNA PRKDC MSH2 SMC1A RRM1 TOP1 SMC3 DEK RAD21 TIMELESS SLC7A1 NAE1 FANCI POLA1 RAD1 LBR BUB3 KATNA1 DCP2 H2AFV COPS3 RB1 HMGB2 RBBP4 SNRPB POLR2B DNA2 PRPF4 TCERG1 RPA1 ASF1A SEC31A PPP2R5C MAT2A SRSF11 TBCA RAD54L EIF3H SUZ12 MCM6 POLE XPO1 MCM5 CNOT3 DUT SNRPA CPSF4 CAD CHAF1A RNASEH2B DDX39A BLM AATF NASP KIFC1 DNMT1 TCF3 RECQL MYBL2 RFC4 NFYB STAT5A RAD51C ATM SSBP2 PRPS1 PSIP1	0.0562265	DN
MANN_RESPONSE_TO_AMIFOSTINE_DN	MAD2L1 CCNB1 TWF1 KRAS PRKACB RRM2 HNRNPK HMGN2 XPO1 BLMH	0.0563103	DN
BURTON_ADIPOGENESIS_6	ETFDH PXMP2 LIAS BCKDHB CA2 RETSAT HIBCH TST GSR HADH SFXN1 ACAA2 ACADS SLC25A1 ALAS1 CBR1 DHRS7B GSTZ1 PGM1 NDUFS1 DLAT DECR1 SCD DDT MPDU1 ADCY6 SDHB SDHC TSPAN12 PCYOX1 DGAT1 ITGA6 NDUFB7 GBE1 DLD CHPT1 PON2 CYB5B SLC25A5 SUCLG1 PARM1 NDUFA9 DNAJC15 NR1H3 SDHA NDUFB3 CAT ATP5D HSD17B4 ME1 NDUFS3 UQCRC1 LCN2 UQCRC2 ISCA1 COX5B HADHB CHCHD3 SCP2 PEX19 NDUFB6 MCCC1 DLST MGLL UQCRQ GCSH SLC25A10 SLC19A1 HSD17B12 ISOC1 CCNG2 NDUFC1 CYB5A NDUFB5 COX7B ARL4A AQP7 AGPAT3 COX7A2 ALAD TKT CS DHCR7 NDUFA5 UQCR10 PPP2R5A TUFM BCAT2 SCARB1 SAMM50 ATP5O FAH RNF11 QDPR CA3 RTN3 ORM2 ACYP2 NDUFB8 SLC2A4 CIDEC PDHB CD151 FASN PDAP1 FXN OGDH GDF5 CIB2 TANK KAT2B UQCRB S100A1 LONP2 PSAT1 HIPK2 PSEN2 PHTF2 REEP5 PLA2G6 C9orf16 HP PNPLA2 ABCA1 ACADL FAM49B ORM1 RAB3D MC2R PEMT UNC119 ABCD2 RETN CD1D LDHB DBT GPD1 EHD1 CAMP APOE C20orf27 IMPDH1 LTC4S CDKN2C RARRES2 HSD11B1 APOC1 MAP4K4 LUM SGCD S100A8 COL15A1 BNIP3 MCAM G0S2 QKI LPL CFD RBPMS NNMT SDPR AOC3 ADIPOQ	0.0563208	DN
SHIN_B_CELL_LYMPHOMA_CLUSTER_9	NKX3-2 PAX5 CD19 CD79A CXCR5 CD40 HOXA4 BCL11A GATA1 TAL1 REL S100A9 SPIB IRF8 TLX1 WNT2 MMP13 IKZF3 HMGB3	0.0563701	UP
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	MYL9 CXCR4 CXCL12 CDH5 CTNNA2 JAM3 MMP9 JAM2 RHOH VCAM1 ITGAM MSN THY1 PECAM1 ITGB2 ACTN1 ITK NCF2 PIK3CD ITGA4 NCF4 CLDN5 ITGAL GNAI2 RAPGEF3 ICAM1 PRKCB RAC2 PLCG2 MAPK12 MMP2 CYBB PIK3CG NCF1 VAV1 CLDN10 SIPA1 PLCG1 PIK3R3 VCL PRKCA ACTN2 PRKCG PIK3CA CLDN11 MYL7 CLDN17 CLDN9 CTNNA3 ACTN3 MYL10 CLDN6 PTPN11 MYL2 ROCK1 RAPGEF4 CD99 PIK3R1 MYLPF MAPK11 PIK3R5 ITGB1 PTK2B CLDN14 ACTB TXK CLDN16 RAP1A CLDN18 PIK3R2 PTK2 VAV2 CTNNB1 VASP NOX3 RAP1B ACTG1 MYL5 CLDN1 RHOA PXN ARHGAP35 CYBA MYL12B GNAI3 RAC1 MYL12A ACTN4 EZR CDC42 ROCK2 MAPK14 CLDN15 CTNNA1 ARHGAP5 CLDN3 PIK3CB CTNND1 CLDN8 CLDN4 F11R NOX1 VAV3 GNAI1 CLDN7 MAPK13 OCLN	0.0565856	UP
ZHANG_TLX_TARGETS_DN	CRYAB NR4A1 S100B EFHD1 RPRM PDE2A PYGM DNAJB5 S100A4 SORBS1 GSTM5 OLFM1 CSPG4 SIRPA BTG2 SOD3 TGFB3 CYTIP DDIT4 NNAT CTSF PHLDA3 NACC2 STOM AOX1 AEN TGFBR2 CDH13 SLC19A2 SP110 CRLF1 PTP4A3 ENO3 GSN APBA2 GABARAPL1 SLCO3A1 PLEKHF1 SPHK1 KIF1A PLD3 ZMAT3 TM4SF1 TIMP2 DUSP3 RALGDS YPEL5 DDIT3 HIST1H2BL CSF1 TTLL1 S100A11 MXD4 NFKB2 BTG1 KCNC1 PRMT2 GADD45B RPL18 HIST3H2A TSC22D1 PDGFA AK1 TCN2 EPHX1 GADD45G CITED2 C14orf159 PARP3 TAP1 ABHD4 CCNG1 PLCD1 PTPRE CYP3A4 TCTA SAT1 S100A10 BAX KLF4 CDKN1A FCGRT TOB1 TAX1BP3 GDPD2 CPPED1 DCXR PGPEP1 SCARB2 VWA5A OPN3 HIST1H1C GDPD3 HIST1H2BC	0.0567817	UP
PID_GLYPICAN_1PATHWAY	SLIT2 TGFB1 PRNP FGFR1 FYN FGF2 LCK TGFB3 BLK FGR GPC1 TGFBR2 LAMA1 LYN TGFB2 NRG1 FLT1 HCK TGFBR1 SERPINC1 PLA2G2A SRC VEGFA APP SMAD2 YES1 TDGF1	0.0572752	UP
HECKER_IFNB1_TARGETS	EGR1 MYL9 CLU CCL2 EGR2 SERPING1 G0S2 STAP1 MMP9 TCL1A MS4A4A LAMP3 SPON2 C1QA OAS2 LY6E IFI44L IFI44 PROS1 C1QB HERC5 CD163 IFI6 MX2 TNFAIP6 C3AR1 MMP25 LILRA3 IFIT1 ZBP1 MX1 ARG1 ITGA2B ISG15 SIGLEC1 CABP5 TYMP GP9 DHX58 CHI3L1 GBP1 IRF7 FFAR2 XAF1 RPS23 IFIT5 CXCL10 GZMB FCER1A CCL8 KLRD1 DDX58 KCNJ15 OAS3 EIF2AK2 STAT1 HERC6 IFIT3 LAP3 IFI35 RTP4 PARP12 IFIT2 PLSCR1 TMEM140 LGALS3BP MGAM SAMD9 SCO2 JUP IFI27 DDX60 APOBEC3A CYP4F3 PDZK1IP1 OAS1 OASL RSAD2 APOBEC3B	0.0573468	UP
REACTOME_REGULATION_OF_ORNITHINE_DECARBOXYLASE_ODC	NQO1 PSMC6 PSMB8 PSMD3 PSMA5 PSMD7 PSMD13 PSMB10 PSMD10 PSMD11 PSMA3 PSMC4 PSMD8 PSMA6 PSMF1 PSMD5 PSMB3 PSMA1 PSMA4 PSMD9 PSMC3 PSMA2 PSMA7 PSMD1 PSMB7 PSMD2 PSMB5 PSME4 OAZ1 PSMD14 PSMB6 PSME2 PSMD12 PSMB1 PSMD6 PSME1 PSMB4 PSMB9 PSMB2 PSMC2 PSMC5 PSMD4 PSMC1 AZIN1 OAZ3 ODC1 OAZ2	0.0575351	DN
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS	CD79B FYN CD19 CD79A BLK PIK3CD BTK PLCG2 VAV1 PLCG1 LYN ITPR2 PIK3R1 STIM1 CBL SHC1 CALM1 GRB2 CALM3 CALM2 CBLB SYK SOS1 BLNK ITPR3 NCK1	0.0576881	UP
FINETTI_BREAST_CANCER_KINOME_GREEN	LCK ITK BTK PRKCB MAP4K1 FGR PRKCQ ZAP70 PIM2 LYN STK10 HCK JAK3 SYK STK17B	0.0582136	UP
LINDSTEDT_DENDRITIC_CELL_MATURATION_C	RGS1 ATF3 FERMT2 COL14A1 SYNGR3 ZEB1 NID1 CCR7 S1PR1 TUBB2A C10orf10 CD200 PIAS3 CX3CL1 PRKAR2B GPR171 CD86 ARID5A HLA-DPB1 MMD IGFBP4 STAT5A FLT3 N4BP2L1 TBC1D8 FOXO1 TCF3 JAK1 TRADD SEMA7A ALOX15B MCM5 TRAFD1 PTPN1 STAT3 IL4R TRIP10 UGCG TNFSF4 IGF1R MUC1 KIF2A GTF2E2 POLR2E SOCS2 ROCK2 CAPG CYB5A TOPBP1 GRSF1 CTNNA1 MGLL TNFRSF11B PLAGL1 ALDH2 CLC FGF9 TFRC LY75 LGALS9 ENPP4 LAD1 STK39 NFIL3 CASP3 TNFRSF11A ANXA3	0.0582391	UP
LEE_LIVER_CANCER_MYC_TGFA_DN	NETO2 ABCG2 ACOX1 CYP4F2 PXMP2 CPT2 OTC AQP8 PCK1 EPHX2 ABAT G6PC C4BPA LIPC GOT1 FABP1 NR1H3 CRISP2 EGFR OAT TNNC2 CA3 ALDH1A1 ORM2 HSD17B10 IL1RAP FABP2 CYP2F1 KLF15 MCM10 HAL SLC25A22 PSEN2 BHMT BAAT KHK HPD AASS ALAS2 ORM1 CYP7B1 MAPKAPK2 IGFALS DCT CA5A ETNK2 HAO1 SLC27A5 PTP4A3 MMD GPR37 HSD11B1 HLA-DMA RGN RGS16 TRPV2 IGF1 KYNU TDO2 ELOVL5 G0S2	0.0583818	DN
RAY_TUMORIGENESIS_BY_ERBB2_CDC25A_DN	FABP4 ADIPOQ AOC3 NNMT PTRF LHFP TSC22D3 THBS4 CRIP2 CXCL12 SDC2 CFD CDO1 KIF5C EFHD1 G0S2 ARHGEF3 OAS2 ARHGEF6 ENAH RBP4 CBX7 CCDC28B TCF4 PHACTR1 SAP30 SAMHD1 EPHA2 SLC7A10 LTBP2 CDC42EP3 NFIC SETD5 FAM63B TTC9 PLEKHF1 SNCG SLC23A2 MAPK8IP1 TRAF1 THAP3 NOTCH1 SLC6A2 ENTPD2 TNNT3 TXLNA TXNIP HP1BP3 GRTP1 RIMS3 AMY1A GPC4 SP100 IQCC SRSF4 REEP5 ZBTB40 RPA2 PER2 ARFRP1 LY6D PEF1 RBM39 RORC HEY1 NCOA3 CST3 RPL22 TOR3A KLF15 URM1 CDHR1 DDX58 MKNK2 SGCB PUM1 LALBA ITM2B ZNF395 GABPB1 RERE EIF4G3 HSPH1 ACSL1 SERINC3 CIDEC MBP HERPUD1 UBE4B EPB41L1 CA3 ZNF770 CFB SYT13 CDC40 TOB2 FOSL2 BLNK PPM1B PPCS ITM2C RPS6KA1 PRDX6 RNF19B DHRS1 TOB1 LIN7C PKN2 MLLT3 FAM13A BSPRY ELOVL1 CHN2 PPFIBP2 AK2 FEM1C SPINT2 TSPAN7 VDR PADI2 GALNT12 PHYH GDPD3 BDH1 CPT2 SLC22A4 RSAD2	0.0584715	UP
BROWNE_HCMV_INFECTION_16HR_DN	ADH1B FILIP1L RBPMS TGFBR3 DCLK1 SLIT2 C14orf132 STMN2 ATP2B4 FBXL2 NRP1 SEMA3A CHN1 ITGAM PDLIM7 COL1A1 DIP2C ROR2 COL1A2 FGF2 MACF1 SVIL MAGI2 SERPINH1 GJA1 ADAMTS2 TUBB GDF10 KIAA0930 TPM1 COL13A1 ZFP36L2 NDP FABP3 MPG PBX1 MXD4 APOBEC3C AP4S1 CSNK1G2 WNT2 CXCL9 COG4 MVD PLEC CACNA1E TSHB LMNA SMAD6 ID2 ADH5 POLD2 FBXO21 GFAP ACADVL ANKRD1 CAMK1G DHRS3 TRAM2 RUNX1 IFT88 THBS1 UBE2C SERPINB6 PTX3 CYP3A4 METTL7A MT1H DNASE1L1 PDCD4 WNT5A NR1H3 TMEM187 RHOBTB3 ATP13A3 SEMA5A ADH1A NAAA ACAA2 ACY1 MAP2K6 SLC16A5 ANPEP AKR1C3	0.0585634	UP
VALK_AML_CLUSTER_2	GUCY1A3 CLU SCHIP1 HBB HOXB2 GRB10 MAP4K4 ARHGAP22 PTP4A3 IL2RA LPIN1 GLI2 PIM1 GOLGA8A PLA2G4A TRIM16 CCL1 JAG1 PDE3B SRSF8 DOCK1 EZR LAPTM4B HOXA5 KCNK5 PLS1	0.0587698	UP
WOTTON_RUNX_TARGETS_DN	VIP ENO2 RGS2 PRRX1 PDE8B RAMP3 ALCAM NR3C1 CEBPD MSLN SIX1 ID2 KITLG TOB2 ADD3 GAS2 ID3 FNDC3A RNF144A SGPP1 FDX1 PLOD2 XDH EGLN3	0.0588424	UP
REACTOME_TCR_SIGNALING	EVL PTPRC ENAH LCK ITK HLA-DQA1 HLA-DPA1 TRAT1 HLA-DRB5 CD4 HLA-DRB1 LCP2 CD3D CD3E HLA-DPB1 CD247 PRKCQ ZAP70 LAT PLCG1 NFKBIA FYB RIPK2 PIK3CA GRAP2 RELA MALT1 WAS IKBKB PIK3R1 IKBKG PAK2 UBE2N CSK PIK3R2 PDPK1 VASP CD3G TMEM189-UBE2V1 MAP3K7 TAB2 PTEN TRAF6 BCL10 NCK1 CHUK PIK3CB PAK1	0.0589906	UP
